t,E_sum_sq,rel_drift
4.625800000000000267e+01,1.547548734194012787e-01,-5.382190469844189140e-01
4.625999999999999801e+01,1.544047641675710958e-01,-5.392637558223213334e-01
4.626200000000000045e+01,1.540801444671966169e-01,-5.402324050887021833e-01
4.626400000000000290e+01,1.537812242316002886e-01,-5.411243684125015552e-01
4.626599999999999824e+01,1.535081742949860883e-01,-5.419391360328325025e-01
4.626800000000000068e+01,1.532611263005380642e-01,-5.426763151328898305e-01
4.627000000000000313e+01,1.530401726540508434e-01,-5.433356299783138610e-01
4.627199999999999847e+01,1.528453665429932995e-01,-5.439169218603059353e-01
4.627400000000000091e+01,1.526767220207912723e-01,-5.444201488441325898e-01
4.627600000000000335e+01,1.525342141559958564e-01,-5.448453853240144973e-01
4.627799999999999869e+01,1.524177792458906167e-01,-5.451928213857336614e-01
4.628000000000000114e+01,1.523273150939753462e-01,-5.454627619786348580e-01
4.628200000000000358e+01,1.522626813506506305e-01,-5.456556258990398200e-01
4.628399999999999892e+01,1.522236999163169846e-01,-5.457719445874195108e-01
4.628600000000000136e+01,1.522101554059911432e-01,-5.458123607420012346e-01
